fid,USGS_ID,Date_Min,Date_Max,Fatalities,Confidence,LS_Type,Inventory,Inv_URL,Info_Source,Notes,Lat_N,Lon_W,State,Feature,Glyph
198330,pt198330,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 30' long on left bank.",44.0987685792437,-72.8919806180743,VT,point,🛘
198331,pt198331,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 50' long.",44.0977297637608,-72.9022054499903,VT,point,🛘
198332,pt198332,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 15' long on right bank.",44.0975186209978,-72.9023292488804,VT,point,🛘
198333,pt198333,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 30' on right bank.",44.0958820720152,-72.889223556934,VT,point,🛘
198334,pt198334,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 30' long on right bank.",44.1005237493039,-72.8990337509023,VT,point,🛘
198335,pt198335,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 20' long on left bank.",44.1018919181963,-72.9000846859174,VT,point,🛘
198336,pt198336,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 15' long on left bank.",44.1056128017481,-72.9024474309966,VT,point,🛘
198337,pt198337,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 15' long on left bank.",44.0974152127767,-72.9135892473998,VT,point,🛘
198338,pt198338,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 15' long on left bank.",44.0904841073711,-72.9121844420321,VT,point,🛘
198339,pt198339,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information.",44.0891888720562,-72.9124882346539,VT,point,🛘
198340,pt198340,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 45' long on right bank.",44.0859280010497,-72.9158765970658,VT,point,🛘
198341,pt198341,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 80' long on the right bank.",44.0980372954267,-72.9079577456851,VT,point,🛘
198342,pt198342,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 60' long.",44.0772269357842,-72.8663757487539,VT,point,🛘
198343,pt198343,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 40' high on right bank.",44.0773153770075,-72.8694364401017,VT,point,🛘
198344,pt198344,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 100' long on left bank.",44.0768479437332,-72.8759808776912,VT,point,🛘
198345,pt198345,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 60' long on left bank.",44.0767214986447,-72.8768073311263,VT,point,🛘
198346,pt198346,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 20' long on left bank.",44.0761457465487,-72.8771889932465,VT,point,🛘
198347,pt198347,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 100' long.",44.0722623167948,-72.8829589634022,VT,point,🛘
198348,pt198348,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 100' long on right bank.",44.0713855039868,-72.8839975389114,VT,point,🛘
198349,pt198349,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 50' long on left bank.",44.0714610699817,-72.8845290434277,VT,point,🛘
198350,pt198350,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 120' long on right bank.",44.0711740386485,-72.884708923208,VT,point,🛘
198351,pt198351,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 70' long on right bank.",44.0782624645692,-72.889833776939,VT,point,🛘
198352,pt198352,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 40' long off right bank.",44.0778842288994,-72.891947007861,VT,point,🛘
198353,pt198353,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-2 on the left bank.",44.2561987972906,-72.5006113105935,VT,point,🛘
198354,pt198354,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-1 on the left bank.",44.2640261533603,-72.4939578556905,VT,point,🛘
198355,pt198355,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-1 Landslide.",44.2762166097535,-72.4377044231134,VT,point,🛘
198356,pt198356,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-2 Right Side.",44.2768947440113,-72.4374659329321,VT,point,🛘
198357,pt198357,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-3 left side.",44.2732610344345,-72.4441934891945,VT,point,🛘
198358,pt198358,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-4 Right Side.",44.2753177200886,-72.4454843759889,VT,point,🛘
198359,pt198359,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-5 Right Side.",44.2759931342107,-72.445032017054,VT,point,🛘
198360,pt198360,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-1 Left Bank.",44.2850711638176,-72.4110128855797,VT,point,🛘
198361,pt198361,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-1 Left Bank.",44.3165537142392,-72.3795763814201,VT,point,🛘
198362,pt198362,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-2 Right Bank.",44.3161333820439,-72.3847385571686,VT,point,🛘
198363,pt198363,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-3 Left Bank.",44.3122862889482,-72.3903232082134,VT,point,🛘
198364,pt198364,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-4 Right Bank.",44.3098561748538,-72.3958902826499,VT,point,🛘
198365,pt198365,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-5 Left Bank.",44.3084683219377,-72.3955511675534,VT,point,🛘
198366,pt198366,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-6 Left Bank.",44.3060352469318,-72.3959637588556,VT,point,🛘
198367,pt198367,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-1.",44.3416516078656,-72.366642075666,VT,point,🛘
198368,pt198368,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-2 Right bank.",44.3331167795627,-72.374393666943,VT,point,🛘
198369,pt198369,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. MF-3 Left bank.",44.3318843896645,-72.3748629597236,VT,point,🛘
198370,pt198370,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Town Garage/ Chateaguay Rd./ Mt. Hunger Rd slide.",43.7555066919986,-72.6374407051279,VT,point,🛘
198371,pt198371,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Chateauguay Rd at intersection of Smith Hill and West Rd.",43.7360251575693,-72.642569069096,VT,point,🛘
198372,pt198372,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. N. Bridgewater Rd at town line.",43.6485931892314,-72.5840701131517,VT,point,🛘
198373,pt198373,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Mountainside at Jeff Bridges.",43.5986140088153,-72.7222466126034,VT,point,🛘
198374,pt198374,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Slide on Little Sherburne.",43.6290042669828,-72.7214951817894,VT,point,🛘
198375,pt198375,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Baker Slide.",43.618386732777,-72.6643839830464,VT,point,🛘
198376,pt198376,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Wayside Rd small bank issue.",43.6611152273167,-72.5918483323829,VT,point,🛘
198377,pt198377,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Dailey Hollow Gorge slide.",43.6209455852528,-72.6747322260492,VT,point,🛘
198378,pt198378,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Tyson Rd. seen from VT 132.",43.8376803166863,-72.3476604538216,VT,point,🛘
198379,pt198379,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Behind White River ambulance on RT 12.",43.8714960041457,-72.6455022440805,VT,point,🛘
198380,pt198380,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Just above Pinello Rd at 1745.",43.8716954919476,-72.6761922295549,VT,point,🛘
198381,pt198381,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Above Findley Bridge on White River.",43.8556783358912,-72.6459640162261,VT,point,🛘
198382,pt198382,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Below Stockbridge Commons at Pelletier's.",43.7874755518986,-72.7581229383891,VT,point,🛘
198383,pt198383,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Tweed River Drive (173 Park Place).",43.7591289460956,-72.8160090000772,VT,point,🛘
198384,pt198384,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Tweed River Drive (113 Park Place).",43.7576604628538,-72.8148381848295,VT,point,🛘
198385,pt198385,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 496 Lower Michigan Rd.",43.7709207142908,-72.8223319837556,VT,point,🛘
198386,pt198386,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Third Branch White, Bethel/Randolph line.",43.8949964440238,-72.6409951072351,VT,point,🛘
198387,pt198387,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Third Branch White across from 4357.",43.8891240282243,-72.6420401973278,VT,point,🛘
198388,pt198388,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Third Branch White across from 3827.",43.8797890369875,-72.6367813054917,VT,point,🛘
198389,pt198389,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Third Branch White, Lower Findley Bridge Rd.",43.8672052340255,-72.6362316132807,VT,point,🛘
198390,pt198390,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. 107/100 Tweed (S side).",43.7729989216551,-72.7639947006424,VT,point,🛘
198391,pt198391,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Above MTN Side (N Side).",43.6017549147629,-72.7233376537674,VT,point,🛘
198392,pt198392,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Across from Raymon Hill (S side).",43.5919675557282,-72.700977965484,VT,point,🛘
198393,pt198393,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Round Top landslide top repaired.",43.5317124648219,-72.7571455353639,VT,point,🛘
198394,pt198394,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. House across from Hawk 42 Crimson Hawk.",43.4999982295728,-72.7191793836494,VT,point,🛘
198395,pt198395,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Muddy Brook way up (below Plymouth Union) Lake Rescue Assoc.",43.5157837387215,-72.7322440547687,VT,point,🛘
198396,pt198396,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Notch along VT100A.",43.5299026609388,-72.7363100166156,VT,point,🛘
198397,pt198397,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Hale Hollow at Becky Sebeth.",43.5600934259622,-72.6662124887854,VT,point,🛘
198398,pt198398,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Great Roaring Brook off Bear Creek p-lot.",43.5373549718136,-72.7483773642246,VT,point,🛘
198399,pt198399,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Slide 3.",43.9507128565399,-72.8287973514919,VT,point,🛘
198400,pt198400,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. big hole/gap in Buffalo Farm Rd.",43.951724960979,-72.8326240424286,VT,point,🛘
198401,pt198401,1970/01/01 00:00:00,,,2,Landslide,VT GS,https://geodata.vermont.gov/datasets/VTANR::landslides/about,"Vermont Agency of Natural Resources, 2012, Tropical Storm Irene Debris and Landslide Inventory.","Dataset also includes information about landslide dimensions, impacts, slope characteristics, and further constraints on landslide information. Slide 1.",43.9518840615121,-72.8338509796605,VT,point,🛘
